"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
301,53.5,53.5,46.5,"Aarberg BE","NA NA"
302,6.4,6.4,93.6,"Bargen BE BE","NA NA"
303,24.6,24.6,75.4,"Grossaffoltern BE","NA NA"
304,16.5,16.5,83.5,"Kallnach BE","NA NA"
305,38.1,38.1,61.9,"Kappelen BE","NA NA"
306,63.7,63.7,36.3,"Lyss BE","NA NA"
307,31.5,31.5,68.5,"Meikirch BE","NA NA"
309,43.3,43.3,56.7,"Radelfingen BE","NA NA"
310,55.1,55.1,44.9,"Rapperswil BE BE","NA NA"
311,52.9,52.9,47.1,"Schüpfen BE","NA NA"
312,36.3,36.3,63.7,"Seedorf BE BE","NA NA"
321,93.3,93.3,6.7,"Aarwangen BE","NA NA"
322,54,54,46,"Auswil BE","NA NA"
323,83.3,83.3,16.7,"Bannwil BE","NA NA"
324,70.7,70.7,29.3,"Bleienbach BE","NA NA"
325,40.8,40.8,59.2,"Busswil bei Melchnau BE","NA NA"
326,48.3,48.3,51.7,"Gondiswil BE","NA NA"
329,50.6,50.6,49.4,"Langenthal BE","NA NA"
331,52.1,52.1,47.9,"Lotzwil BE","NA NA"
332,59.7,59.7,40.3,"Madiswil BE","NA NA"
333,27.5,27.5,72.5,"Melchnau BE","NA NA"
335,63.2,63.2,36.8,"Oeschenbach BE","NA NA"
336,15.2,15.2,84.8,"Reisiswil BE","NA NA"
337,44.8,44.8,55.2,"Roggwil BE","NA NA"
338,5.4,5.4,94.6,"Rohrbach BE","NA NA"
339,45.1,45.1,54.9,"Rohrbachgraben BE","NA NA"
340,54,54,46,"Rütschelen BE","NA NA"
341,91.6,91.6,8.4,"Schwarzhäusern BE","NA NA"
342,60.1,60.1,39.9,"Thunstetten BE","NA NA"
344,82,82,18,"Ursenbach BE","NA NA"
345,58.4,58.4,41.6,"Wynau BE","NA NA"
351,97.8,97.8,2.2,"Berna BE","NA NA"
352,22.2,22.2,77.8,"Bolligen BE","NA NA"
353,49.3,49.3,50.7,"Bremgarten bei Bern BE","NA NA"
354,34.3,34.3,65.7,"Kirchlindach BE","NA NA"
355,75.4,75.4,24.6,"Köniz BE","NA NA"
356,47.5,47.5,52.5,"Muri bei Bern BE","NA NA"
357,59.3,59.3,40.7,"Oberbalm BE","NA NA"
358,32.1,32.1,67.9,"Stettlen BE","NA NA"
359,76.2,76.2,23.8,"Vechigen BE","NA NA"
360,24.4,24.4,75.6,"Wohlen bei Bern BE","NA NA"
361,18.7,18.7,81.3,"Zollikofen BE","NA NA"
362,92.8,92.8,7.2,"Ittigen BE","NA NA"
363,29.7,29.7,70.3,"Ostermundigen BE","NA NA"
371,22,22,78,"Biel BE BE","NA NA"
372,61.8,61.8,38.2,"Leubringen BE","NA NA"
381,86.5,86.5,13.5,"Arch BE","NA NA"
382,49.2,49.2,50.8,"Büetigen BE","NA NA"
383,84.8,84.8,15.2,"Büren an der Aare BE","NA NA"
385,40.2,40.2,59.8,"Diessbach bei Büren BE","NA NA"
386,82.2,82.2,17.8,"Dotzigen BE","NA NA"
387,9.1,9.1,90.9,"Lengnau BE","NA NA"
388,71.8,71.8,28.2,"Leuzigen BE","NA NA"
390,24.5,24.5,75.5,"Meinisberg BE","NA NA"
391,76.8,76.8,23.2,"Oberwil bei Büren BE","NA NA"
392,53.8,53.8,46.2,"Pieterlen BE","NA NA"
393,0.5,0.5,99.5,"Rüti bei Büren BE","NA NA"
394,60.5,60.5,39.5,"Wengi BE","NA NA"
401,84.3,84.3,15.7,"Aefligen BE","NA NA"
402,92.3,92.3,7.7,"Alchenstorf BE","NA NA"
403,58.1,58.1,41.9,"Bäriswil BE","NA NA"
404,69.1,69.1,30.9,"Burgdorf BE","NA NA"
405,60.1,60.1,39.9,"Ersigen BE","NA NA"
406,27,27,73,"Hasle bei Burgdorf BE","NA NA"
407,60.4,60.4,39.6,"Heimiswil BE","NA NA"
409,37.5,37.5,62.5,"Hindelbank BE","NA NA"
410,10.5,10.5,89.5,"Höchstetten BE","NA NA"
411,2.8,2.8,97.2,"Kernenried BE","NA NA"
