"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1001,85.9,85.9,14.1,"Doppleschwand LU","NA NA"
1002,34.7,34.7,65.3,"Entlebuch LU","NA NA"
1004,5.1,5.1,94.9,"Flühli LU","NA NA"
1005,40.8,40.8,59.2,"Hasle LU","NA NA"
1007,12.7,12.7,87.3,"Romoos LU","NA NA"
1008,44.4,44.4,55.6,"Schüpfheim LU","NA NA"
1009,54,54,46,"Werthenstein LU","NA NA"
1010,5.4,5.4,94.6,"Escholzmatt-Marbach LU","NA NA"
1021,38.6,38.6,61.4,"Aesch LU","NA NA"
1023,64.3,64.3,35.7,"Ballwil LU","NA NA"
1024,80.5,80.5,19.5,"Emmen LU","NA NA"
1025,15.5,15.5,84.5,"Ermensee LU","NA NA"
1026,69.9,69.9,30.1,"Eschenbach LU","NA NA"
1030,51.7,51.7,48.3,"Hitzkirch LU","NA NA"
1031,68.7,68.7,31.3,"Hochdorf LU","NA NA"
1032,42.4,42.4,57.6,"Hohenrain LU","NA NA"
1033,39.2,39.2,60.8,"Inwil LU","NA NA"
1037,19,19,81,"Rain LU","NA NA"
1039,37,37,63,"Römerswil LU","NA NA"
1040,53.6,53.6,46.4,"Rothenburg LU","NA NA"
1041,62,62,38,"Schongau LU","NA NA"
1051,39,39,61,"Adligenswil LU","NA NA"
1052,94.8,94.8,5.2,"Buchrain LU","NA NA"
1053,97,97,3,"Dierikon LU","NA NA"
1054,49.1,49.1,50.9,"Ebikon LU","NA NA"
1055,17.6,17.6,82.4,"Gisikon LU","NA NA"
1056,78.1,78.1,21.9,"Greppen LU","NA NA"
1057,97.5,97.5,2.5,"Honau LU","NA NA"
1058,37.1,37.1,62.9,"Horw LU","NA NA"
1059,36.4,36.4,63.6,"Kriens LU","NA NA"
1061,25.2,25.2,74.8,"Lucerna LU","NA NA"
1062,50.4,50.4,49.6,"Malters LU","NA NA"
1063,40.1,40.1,59.9,"Meggen LU","NA NA"
1064,82.3,82.3,17.7,"Meierskappel LU","NA NA"
1065,44.9,44.9,55.1,"Root LU","NA NA"
1066,46.7,46.7,53.3,"Schwarzenberg LU","NA NA"
1067,89,89,11,"Udligenswil LU","NA NA"
1068,31.5,31.5,68.5,"Vitznau LU","NA NA"
1069,93.4,93.4,6.6,"Weggis LU","NA NA"
1081,53.4,53.4,46.6,"Beromünster LU","NA NA"
1082,85,85,15,"Büron LU","NA NA"
1083,67,67,33,"Buttisholz LU","NA NA"
1084,45.2,45.2,54.8,"Eich LU","NA NA"
1085,58.4,58.4,41.6,"Geuensee LU","NA NA"
1086,35.9,35.9,64.1,"Grosswangen LU","NA NA"
1088,30.9,30.9,69.1,"Hildisrieden LU","NA NA"
1089,46,46,54,"Knutwil LU","NA NA"
1091,57.9,57.9,42.1,"Mauensee LU","NA NA"
1093,88.1,88.1,11.9,"Neuenkirch LU","NA NA"
1094,49.8,49.8,50.2,"Nottwil LU","NA NA"
1095,63.4,63.4,36.6,"Oberkirch LU","NA NA"
1097,42.7,42.7,57.3,"Rickenbach LU","NA NA"
1098,48.2,48.2,51.8,"Ruswil LU","NA NA"
1099,59.8,59.8,40.2,"Schenkon LU","NA NA"
1100,69.8,69.8,30.2,"Schlierbach LU","NA NA"
1102,85.7,85.7,14.3,"Sempach LU","NA NA"
1103,45.3,45.3,54.7,"Sursee LU","NA NA"
1104,32.6,32.6,67.4,"Triengen LU","NA NA"
1107,37.1,37.1,62.9,"Wolhusen LU","NA NA"
1121,20,20,80,"Alberswil LU","NA NA"
1122,76.9,76.9,23.1,"Altbüron LU","NA NA"
1123,81.3,81.3,18.7,"Altishofen LU","NA NA"
1125,37.2,37.2,62.8,"Dagmersellen LU","NA NA"
1127,68.8,68.8,31.2,"Egolzwil LU","NA NA"
1128,9.3,9.3,90.7,"Ettiswil LU","NA NA"
1129,61.5,61.5,38.5,"Fischbach LU","NA NA"
1131,23.2,23.2,76.8,"Grossdietwil LU","NA NA"
1132,52.6,52.6,47.4,"Hergiswil bei Willisau LU","NA NA"
1135,61.9,61.9,38.1,"Luthern LU","NA NA"
1136,6.1,6.1,93.9,"Menznau LU","NA NA"
1137,52.2,52.2,47.8,"Nebikon LU","NA NA"
1139,87.8,87.8,12.2,"Pfaffnau LU","NA NA"
1140,11.3,11.3,88.7,"Reiden LU","NA NA"
1142,89,89,11,"Roggliswil LU","NA NA"
1143,47.3,47.3,52.7,"Schötz LU","NA NA"
1145,57.9,57.9,42.1,"Ufhusen LU","NA NA"
1146,42.1,42.1,57.9,"Wauwil LU","NA NA"
1147,45.8,45.8,54.2,"Wikon LU","NA NA"
1150,40.1,40.1,59.9,"Zell LU LU","NA NA"
1151,90.9,90.9,9.1,"Willisau LU","NA NA"
