"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,60.8,60.8,39.2,"Châtillon (FR)","Les habitants de Châtillon (FR) approuvent la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs avec 60,8 pour cent de oui."
2011,54.1,54.1,45.9,"Cugy (FR)","Les habitants de Cugy (FR) acceptent de recapitaliser les Transports publics fribourgeois à hauteur de 60 millions de francs avec 54,1 pour cent de oui."
2016,50,0,0,"Fétigny (FR)","Les résultats ne sont pas encore connus dans cette commune."
2022,50,0,0,"Gletterens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2025,50,0,0,"Lully (FR)","Les résultats ne sont pas encore connus dans cette commune."
2027,53.1,53.1,46.9,"Ménières (FR)","A Ménières, les habitants disent oui à 53,1 pour cent à la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs."
2029,50,0,0,"Montagny (FR)","Les résultats ne sont pas encore connus dans cette commune."
2035,50,0,0,"Nuvilly (FR)","Les résultats ne sont pas encore connus dans cette commune."
2038,50,0,0,"Prévondavaux (FR)","Les résultats ne sont pas encore connus dans cette commune."
2041,50,0,0,"Saint-Aubin (FR)","Les résultats ne sont pas encore connus dans cette commune."
2043,50,0,0,"Sévaz (FR)","Les résultats ne sont pas encore connus dans cette commune."
2044,50,0,0,"Surpierre (FR)","Les résultats ne sont pas encore connus dans cette commune."
2045,50,0,0,"Vallon (FR)","Les résultats ne sont pas encore connus dans cette commune."
2050,49.8,49.8,50.2,"Les Montets (FR)","Aux Montets, les habitants disent non à 50,2 pour cent à la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs."
2051,50,0,0,"Delley-Portalban (FR)","Les résultats ne sont pas encore connus dans cette commune."
2053,50,0,0,"Belmont-Broye (FR)","Les résultats ne sont pas encore connus dans cette commune."
2054,50,0,0,"Estavayer (FR)","Les résultats ne sont pas encore connus dans cette commune."
2055,50,0,0,"Cheyres-Châbles (FR)","Les résultats ne sont pas encore connus dans cette commune."
2061,50,0,0,"Auboranges (FR)","Les résultats ne sont pas encore connus dans cette commune."
2063,50,0,0,"Billens-Hennens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2066,50,0,0,"Chapelle (Glâne) (FR)","Les résultats ne sont pas encore connus dans cette commune."
2067,50,0,0,"Le Châtelard (FR)","Les résultats ne sont pas encore connus dans cette commune."
2068,47.9,47.9,52.1,"Châtonnaye (FR)","A Châtonnaye, les habitants disent non à 52,1 pour cent à la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs."
2072,50,0,0,"Ecublens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2079,50,0,0,"Grangettes (FR)","Les résultats ne sont pas encore connus dans cette commune."
2086,50,0,0,"Massonnens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2087,50,0,0,"Mézières (FR)","Les résultats ne sont pas encore connus dans cette commune."
2089,50,0,0,"Montet (Glâne) (FR)","Les résultats ne sont pas encore connus dans cette commune."
2096,50,0,0,"Romont (FR)","Les résultats ne sont pas encore connus dans cette commune."
2097,50,0,0,"Rue (FR)","Les résultats ne sont pas encore connus dans cette commune."
2099,50,0,0,"Siviriez (FR)","Les résultats ne sont pas encore connus dans cette commune."
2102,50,0,0,"Ursy (FR)","Les résultats ne sont pas encore connus dans cette commune."
2113,50,0,0,"Vuisternens-devant-Romont (FR)","Les résultats ne sont pas encore connus dans cette commune."
2114,50,0,0,"Villorsonnens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2115,50,0,0,"Torny (FR)","Les résultats ne sont pas encore connus dans cette commune."
2117,50,0,0,"Villaz (FR)","Les résultats ne sont pas encore connus dans cette commune."
2121,50,0,0,"Haut-Intyamon (FR)","Les résultats ne sont pas encore connus dans cette commune."
2122,50,0,0,"Pont-en-Ogoz (FR)","Les résultats ne sont pas encore connus dans cette commune."
2123,45.3,45.3,54.7,"Botterens (FR)","Les habitants de Botterens rejettent la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs avec 54,7 pour cent de non."
2124,50,0,0,"Broc (FR)","Les résultats ne sont pas encore connus dans cette commune."
2125,50,0,0,"Bulle (FR)","Les résultats ne sont pas encore connus dans cette commune."
2128,50,50,50,"Châtel-sur-Montsalvens (FR)","Egalité parfaite à Châtel-sur-Montsalvens! Les électeurs de cette commune sont 67 à approuver la recapitalisation des Transports publics fribourgeois à hauteur de 60 millions de francs et 67 à la refuser."
2129,50,0,0,"Corbières (FR)","Les résultats ne sont pas encore connus dans cette commune."
