"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6601,4.5,4.5,95.5,"Aire-la-Ville GE","NA NA"
6602,79.4,79.4,20.6,"Anières GE","A la demande de l'UDC, la droite veut y inscrire le ""Cé qu'è lainô"" en tant qu'hymne officiel NA"
6603,48.7,48.7,51.3,"Avully GE","NA NA"
6604,57.1,57.1,42.9,"Avusy GE","NA NA"
6605,56.5,56.5,43.5,"Bardonnex GE","NA NA"
6606,41.3,41.3,58.7,"Bellevue GE","NA NA"
6607,42.6,42.6,57.4,"Bernex GE","NA NA"
6608,68,68,32,"Carouge GE","A la demande de l'UDC, la droite veut y inscrire le ""Cé qu'è lainô"" en tant qu'hymne officiel NA"
6609,83.5,83.5,16.5,"Cartigny GE","NA NA"
6610,41.5,41.5,58.5,"Céligny GE","NA NA"
6611,11.4,11.4,88.6,"Chancy GE","NA NA"
6612,30.8,30.8,69.2,"Chêne-Bougeries GE","NA NA"
6613,38.7,38.7,61.3,"Chêne-Bourg GE","NA NA"
6614,45.1,45.1,54.9,"Choulex GE","NA NA"
6615,24.8,24.8,75.2,"Collex-Bossy GE","NA NA"
6616,55.6,55.6,44.4,"Collonge-Bellerive GE","A la demande de l'UDC, la droite veut y inscrire le ""Cé qu'è lainô"" en tant qu'hymne officiel NA"
6617,28.4,28.4,71.6,"Cologny GE","NA NA"
6618,33.1,33.1,66.9,"Confignon GE","NA NA"
6619,38.7,38.7,61.3,"Corsier GE","NA NA"
6620,57,57,43,"Dardagny GE","NA NA"
6621,22.4,22.4,77.6,"Genf GE","NA NA"
6622,64.7,64.7,35.3,"Genthod GE","NA NA"
6623,51.1,51.1,48.9,"Le Grand-Saconnex GE","NA NA"
6624,6.4,6.4,93.6,"Gy GE","NA NA"
6625,36.7,36.7,63.3,"Hermance GE","NA NA"
6626,47.7,47.7,52.3,"Jussy GE","NA NA"
6627,47,47,53,"Laconnex GE","NA NA"
6628,2.3,2.3,97.7,"Lancy GE","NA NA"
6629,47.4,47.4,52.6,"Meinier GE","NA NA"
6630,54.3,54.3,45.7,"Meyrin GE","NA NA"
6631,38.8,38.8,61.2,"Onex GE","NA NA"
6632,30.6,30.6,69.4,"Perly-Certoux GE","NA NA"
6633,50.4,50.4,49.6,"Plan-les-Ouates GE","A la demande de l'UDC, la droite veut y inscrire le ""Cé qu'è lainô"" en tant qu'hymne officiel NA"
6634,8.7,8.7,91.3,"Pregny-Chambésy GE","NA NA"
6635,34.4,34.4,65.6,"PresinGE","NA NA"
6636,46.6,46.6,53.4,"PuplinGE","NA NA"
6637,23.8,23.8,76.2,"Russin GE","NA NA"
6638,19.3,19.3,80.7,"Satigny GE","NA NA"
6639,54.2,54.2,45.8,"Soral GE","NA NA"
6640,53.7,53.7,46.3,"Thônex GE","NA NA"
6641,65.4,65.4,34.6,"Troinex GE","NA NA"
6642,35.1,35.1,64.9,"Vandoeuvres GE","NA NA"
6643,53.1,53.1,46.9,"Vernier GE","NA NA"
6644,47.5,47.5,52.5,"Versoix GE","NA NA"
6645,47.8,47.8,52.2,"Veyrier GE","NA NA"
