"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,14.2,14.2,85.8,"Aeugst am Albis ZH","NA NA"
2,68.2,68.2,31.8,"Affoltern am Albis ZH","NA NA"
3,88.7,88.7,11.3,"Bonstetten ZH","NA NA"
4,34.4,34.4,65.6,"Hausen am Albis ZH","NA NA"
5,99.1,99.1,0.9,"Hedingen ZH","NA NA"
6,67.2,67.2,32.8,"Kappel am Albis ZH","NA NA"
7,46.5,46.5,53.5,"Knonau ZH","NA NA"
8,48.3,48.3,51.7,"Maschwanden ZH","NA NA"
9,60.6,60.6,39.4,"Mettmenstetten ZH","NA NA"
10,34.6,34.6,65.4,"Obfelden ZH","NA NA"
11,78.1,78.1,21.9,"Ottenbach ZH","NA NA"
12,90.9,90.9,9.1,"Rifferswil ZH","NA NA"
13,19,19,81,"Stallikon ZH","NA NA"
14,58.2,58.2,41.8,"Wettswil am Albis ZH","NA NA"
22,91.9,91.9,8.1,"Benken ZH","NA NA"
23,0.9,0.9,99.1,"Berg am Irchel ZH","NA NA"
24,64.5,64.5,35.5,"Buch am Irchel ZH","NA NA"
25,59.5,59.5,40.5,"Dachsen ZH","NA NA"
26,61.1,61.1,38.9,"Dorf ZH","NA NA"
27,47.8,47.8,52.2,"Feuerthalen ZH","NA NA"
28,1.4,1.4,98.6,"Flaach ZH","NA NA"
29,51.1,51.1,48.9,"Flurlingen ZH","NA NA"
31,44,44,56,"Henggart ZH","NA NA"
33,95,95,5,"Kleinandelfingen ZH","NA NA"
34,35.9,35.9,64.1,"Laufen-Uhwiesen ZH","NA NA"
35,52.4,52.4,47.6,"Marthalen ZH","NA NA"
37,64,64,36,"Ossingen ZH","NA NA"
38,79.6,79.6,20.4,"Rheinau ZH","NA NA"
39,35.9,35.9,64.1,"Thalheim an der Thur ZH","NA NA"
40,24.3,24.3,75.7,"Trüllikon ZH","NA NA"
41,59.7,59.7,40.3,"Truttikon ZH","NA NA"
43,13.5,13.5,86.5,"Volken ZH","NA NA"
51,63.1,63.1,36.9,"Bachenbülach ZH","NA NA"
52,46.3,46.3,53.7,"Bassersdorf ZH","NA NA"
53,95.5,95.5,4.5,"Bülach ZH","NA NA"
54,73.2,73.2,26.8,"Dietlikon ZH","NA NA"
55,83.1,83.1,16.9,"Eglisau ZH","NA NA"
56,33.1,33.1,66.9,"Embrach ZH","NA NA"
57,79.2,79.2,20.8,"Freienstein-Teufen ZH","NA NA"
58,20.7,20.7,79.3,"Glattfelden ZH","NA NA"
59,71.8,71.8,28.2,"Hochfelden ZH","NA NA"
60,53,53,47,"Höri ZH","NA NA"
61,71.8,71.8,28.2,"Hüntwangen ZH","NA NA"
62,87.3,87.3,12.7,"Kloten ZH","NA NA"
63,34.5,34.5,65.5,"Lufingen ZH","NA NA"
64,53.5,53.5,46.5,"Nürensdorf ZH","NA NA"
65,12.1,12.1,87.9,"Oberembrach ZH","NA NA"
66,42,42,58,"Opfikon ZH","NA NA"
67,22.1,22.1,77.9,"Rafz ZH","NA NA"
68,57.4,57.4,42.6,"Rorbas ZH","NA NA"
69,57,57,43,"Wallisellen ZH","NA NA"
70,30.7,30.7,69.3,"Wasterkingen ZH","NA NA"
71,57.1,57.1,42.9,"Wil ZH ZH","NA NA"
72,88.6,88.6,11.4,"Winkel ZH","NA NA"
81,93.1,93.1,6.9,"Bachs ZH","NA NA"
82,19.8,19.8,80.2,"Boppelsen ZH","NA NA"
83,29.8,29.8,70.2,"Buchs ZH","NA NA"
84,14.9,14.9,85.1,"Dällikon ZH","NA NA"
85,70.5,70.5,29.5,"Dänikon ZH","NA NA"
86,54.2,54.2,45.8,"Dielsdorf ZH","NA NA"
87,76.8,76.8,23.2,"Hüttikon ZH","NA NA"
88,9.9,9.9,90.1,"Neerach ZH","NA NA"
89,73,73,27,"Niederglatt ZH","NA NA"
90,36.9,36.9,63.1,"Niederhasli ZH","NA NA"
91,84.3,84.3,15.7,"Niederweningen ZH","NA NA"
92,21.6,21.6,78.4,"Oberglatt ZH","NA NA"
93,23,23,77,"Oberweningen ZH","NA NA"
94,14.2,14.2,85.8,"Otelfingen ZH","NA NA"
95,45.5,45.5,54.5,"Regensberg ZH","NA NA"
96,48.4,48.4,51.6,"Regensdorf ZH","NA NA"
97,32.8,32.8,67.2,"Rümlang ZH","NA NA"
98,66.3,66.3,33.7,"Schleinikon ZH","NA NA"
99,53.3,53.3,46.7,"Schöfflisdorf ZH","NA NA"
100,15.7,15.7,84.3,"Stadel ZH","NA NA"
101,88.4,88.4,11.6,"Steinmaur ZH","NA NA"
102,67.8,67.8,32.2,"Weiach ZH","NA NA"
111,45,45,55,"Bäretswil ZH","NA NA"
112,33.9,33.9,66.1,"Bubikon ZH","NA NA"
113,67.8,67.8,32.2,"Dürnten ZH","NA NA"
114,53.4,53.4,46.6,"Fischenthal ZH","NA NA"
115,36.3,36.3,63.7,"Gossau ZH","NA NA"
116,26.8,26.8,73.2,"Grüningen ZH","NA NA"
117,12.2,12.2,87.8,"Hinwil ZH","NA NA"
118,96.9,96.9,3.1,"Rüti ZH","NA NA"
