"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,13.6,13.6,86.4,"Vaz/Obervaz GR","Bocciata l'iniziativa sulle pensioni nel comune di Vaz/Obervaz, dove il 86,4 per cento dei cittadini ha votato ""no"". Vaz/Obervaz ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3513,60.3,60.3,39.7,"Lantsch/Lenz GR","A Lantsch/Lenz l'iniziativa sulle pensioni della Giovane Alleanza Libera ha raggiunto il 60,3 per cento di voti a favore. Lantsch/Lenz ha accolto l'iniziativa, così come il cantone in cui si trova."
3514,44.3,44.3,55.7,"Schmitten GR","Bocciata l'iniziativa sulle pensioni nel comune di Schmitten GR, dove il 55,7 per cento dei cittadini ha votato ""no"". Schmitten GR ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3542,61,61,39,"Albula/Alvra GR","Il 61 per cento dei voti è stato favorevole all'iniziativa sulle pensioni lanciata dalla Giovane Alleanza Libera nel comune di Albula/Alvra. Albula/Alvra ha accolto l'iniziativa, così come il cantone in cui si trova."
3543,83.3,83.3,16.7,"Surses GR","A Surses l'iniziativa sulle pensioni della Giovane Alleanza Libera ha raggiunto il 83,3 per cento di voti a favore. Surses ha accolto l'iniziativa, così come il cantone in cui si trova."
3544,23.8,23.8,76.2,"Bergün Filisur GR","Nel comune di Bergün Filisur il 76,2 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Bergün Filisur ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3551,47.3,47.3,52.7,"Brusio GR","Il 52,7 per cento dei votanti di Brusio ha respinto l'iniziativa sulle pensioni. Brusio ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3561,57.2,57.2,42.8,"Poschiavo GR","Nel comune di Poschiavo è stata accolta l'iniziativa per una previdenza vecchiaia sicura e sostenibile. Il ""sì"" ha totalizzato il 57,2 per cento dei voti. Poschiavo ha accolto l'iniziativa, così come il cantone in cui si trova."
3572,35.9,35.9,64.1,"Falera GR","A Falera i votanti hanno affossato l'iniziativa sulle pensioni con il 64,1 per cento di ""no"". Falera ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3575,77,77,23,"Laax GR","I cittadini di Laax hanno accolto l'iniziativa sulle pensioni con il 77 per cento di voti a favore. Laax ha accolto l'iniziativa, così come il cantone in cui si trova."
3581,88.9,88.9,11.1,"Sagogn GR","A Sagogn l'iniziativa sulle pensioni della Giovane Alleanza Libera ha raggiunto il 88,9 per cento di voti a favore. Sagogn ha accolto l'iniziativa, così come il cantone in cui si trova."
3582,57.8,57.8,42.2,"Schluein GR","Gli elettori di Schluein si sono espressi favoreli all'iniziativa sulle pensioni con il 57,8 per cento di ""sì"". Schluein ha accolto l'iniziativa, così come il cantone in cui si trova."
3603,29,29,71,"Vals GR","Nel comune di Vals il 71 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Vals ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3618,82,82,18,"Lumnezia GR","Il 82 per cento dei voti è stato favorevole all'iniziativa sulle pensioni lanciata dalla Giovane Alleanza Libera nel comune di Lumnezia. Lumnezia ha accolto l'iniziativa, così come il cantone in cui si trova."
3619,37.5,37.5,62.5,"Ilanz/Glion GR","Gli elettori di Ilanz/Glion hanno respinto l'iniziativa sulle pensioni con il 62,5 per cento di voti contrari. Ilanz/Glion ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3633,51.8,51.8,48.2,"Fürstenau GR","Nel comune di Fürstenau è stata accolta l'iniziativa per una previdenza vecchiaia sicura e sostenibile. Il ""sì"" ha totalizzato il 51,8 per cento dei voti. Fürstenau ha accolto l'iniziativa, così come il cantone in cui si trova."
3637,41.3,41.3,58.7,"Rothenbrunnen GR","Gli elettori di Rothenbrunnen hanno respinto l'iniziativa sulle pensioni con il 58,7 per cento di voti contrari. Rothenbrunnen ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3638,54.4,54.4,45.6,"Scharans GR","L'iniziativa sulle pensioni è stata accolta dai cittadini di Scharans, dove i voti a favore sono stati il 54,4 per cento. Scharans ha accolto l'iniziativa, così come il cantone in cui si trova."
3640,25.7,25.7,74.3,"Sils im Domleschg GR","Gli elettori di Sils im Domleschg hanno respinto l'iniziativa sulle pensioni con il 74,3 per cento di voti contrari. Sils im Domleschg ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
3661,95.6,95.6,4.4,"Cazis GR","Il 95,6 per cento dei voti è stato favorevole all'iniziativa sulle pensioni lanciata dalla Giovane Alleanza Libera nel comune di Cazis. Cazis ha accolto l'iniziativa, così come il cantone in cui si trova."
3662,3.2,3.2,96.8,"Flerden GR","Gli elettori di Flerden hanno respinto l'iniziativa sulle pensioni con il 96,8 per cento di voti contrari. Flerden ha respinto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
