"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5001,31.3,31.3,68.7,"Arbedo-Castione TI","Bocciata l'iniziativa sulle pensioni nel comune di Arbedo-Castione, dove il 68,7 per cento dei cittadini ha votato ""no"". Arbedo-Castione ha respinto l'iniziativa, così come il cantone in cui si trova."
5002,35.5,35.5,64.5,"Bellinzona TI","L'iniziativa sulle pensioni non ha attecchito sugli elettori di Bellinzona, dove ha totalizzato il 64,5 per cento di voti contrari. Bellinzona ha respinto l'iniziativa, così come il cantone in cui si trova."
5003,88.9,88.9,11.1,"Cadenazzo TI","A Cadenazzo l'iniziativa sulle pensioni della Giovane Alleanza Libera ha raggiunto il 88,9 per cento di voti a favore. Cadenazzo ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5009,7.7,7.7,92.3,"Isone TI","A Isone i votanti hanno affossato l'iniziativa sulle pensioni con il 92,3 per cento di ""no"". Isone ha respinto l'iniziativa, così come il cantone in cui si trova."
5010,51.6,51.6,48.4,"Lumino TI","I cittadini di Lumino hanno accolto l'iniziativa sulle pensioni con il 51,6 per cento di voti a favore. Lumino ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5017,44.1,44.1,55.9,"Sant'Antonino TI","Gli elettori di Sant'Antonino hanno respinto l'iniziativa sulle pensioni con il 55,9 per cento di voti contrari. Sant'Antonino ha respinto l'iniziativa, così come il cantone in cui si trova."
5048,24.4,24.4,75.6,"Acquarossa TI","Bocciata l'iniziativa sulle pensioni nel comune di Acquarossa, dove il 75,6 per cento dei cittadini ha votato ""no"". Acquarossa ha respinto l'iniziativa, così come il cantone in cui si trova."
5049,39.9,39.9,60.1,"Blenio TI","Bocciata l'iniziativa sulle pensioni nel comune di Blenio, dove il 60,1 per cento dei cittadini ha votato ""no"". Blenio ha respinto l'iniziativa, così come il cantone in cui si trova."
5050,66.5,66.5,33.5,"Serravalle TI","I cittadini di Serravalle hanno accolto l'iniziativa sulle pensioni con il 66,5 per cento di voti a favore. Serravalle ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5061,22.5,22.5,77.5,"Airolo TI","Nel comune di Airolo il 77,5 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Airolo ha respinto l'iniziativa, così come il cantone in cui si trova."
5063,71.3,71.3,28.7,"Bedretto TI","Successo tra gli elettori di Bedretto per l'iniziativa sulle pensioni, che ha raccolto il 71,3 per cento di voti favorevoli. Bedretto ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5064,48.1,48.1,51.9,"Bodio TI","Nel comune di Bodio il 51,9 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Bodio ha respinto l'iniziativa, così come il cantone in cui si trova."
5071,94.4,94.4,5.6,"Dalpe TI","I cittadini di Dalpe hanno accolto l'iniziativa sulle pensioni con il 94,4 per cento di voti a favore. Dalpe ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5072,41.1,41.1,58.9,"Faido TI","Gli elettori di Faido hanno respinto l'iniziativa sulle pensioni con il 58,9 per cento di voti contrari. Faido ha respinto l'iniziativa, così come il cantone in cui si trova."
5073,53,53,47,"Giornico TI","L'iniziativa sulle pensioni è stata accolta dai cittadini di Giornico, dove i voti a favore sono stati il 53 per cento. Giornico ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5076,3.5,3.5,96.5,"Personico TI","Il 96,5 per cento dei votanti di Personico ha respinto l'iniziativa sulle pensioni. Nel canton Ticino, il maggior numero di ""no"" all'iniziativa è stato raccolto a Personico."
5077,30.1,30.1,69.9,"Pollegio TI","A Pollegio non ha avuto successo l'iniziativa sulle pensioni. Il 69,9 per cento degli elettori ha votato ""no"". Pollegio ha respinto l'iniziativa, così come il cantone in cui si trova."
5078,40.3,40.3,59.7,"Prato (Leventina) TI","Nel comune di Prato (Leventina) il 59,7 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Prato (Leventina) ha respinto l'iniziativa, così come il cantone in cui si trova."
5079,30.2,30.2,69.8,"Quinto TI","Il 69,8 per cento dei votanti di Quinto ha respinto l'iniziativa sulle pensioni. Quinto ha respinto l'iniziativa, così come il cantone in cui si trova."
5091,85,85,15,"Ascona TI","L'iniziativa sulle pensioni è stata accolta dai cittadini di Ascona, dove i voti a favore sono stati il 85 per cento. Ascona ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5096,22.2,22.2,77.8,"Brione sopra Minusio TI","A Brione sopra Minusio i votanti hanno affossato l'iniziativa sulle pensioni con il 77,8 per cento di ""no"". Brione sopra Minusio ha respinto l'iniziativa, così come il cantone in cui si trova."
5097,33.7,33.7,66.3,"Brissago TI","Bocciata l'iniziativa sulle pensioni nel comune di Brissago, dove il 66,3 per cento dei cittadini ha votato ""no"". Brissago ha respinto l'iniziativa, così come il cantone in cui si trova."
5108,37.7,37.7,62.3,"Gordola TI","Gli elettori di Gordola hanno respinto l'iniziativa sulle pensioni con il 62,3 per cento di voti contrari. Gordola ha respinto l'iniziativa, così come il cantone in cui si trova."
5112,68.4,68.4,31.6,"Lavertezzo TI","Nel comune di Lavertezzo è stata accolta l'iniziativa per una previdenza vecchiaia sicura e sostenibile. Il ""sì"" ha totalizzato il 68,4 per cento dei voti. Lavertezzo ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5113,47.1,47.1,52.9,"Locarno TI","A Locarno i votanti hanno affossato l'iniziativa sulle pensioni con il 52,9 per cento di ""no"". Locarno ha respinto l'iniziativa, così come il cantone in cui si trova."
5115,25.3,25.3,74.7,"Losone TI","Nel comune di Losone il 74,7 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Losone ha respinto l'iniziativa, così come il cantone in cui si trova."
5117,55.6,55.6,44.4,"Mergoscia TI","I cittadini di Mergoscia hanno accolto l'iniziativa sulle pensioni con il 55,6 per cento di voti a favore. Mergoscia ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5118,54.4,54.4,45.6,"Minusio TI","L'iniziativa sulle pensioni è stata accolta dai cittadini di Minusio, dove i voti a favore sono stati il 54,4 per cento. Minusio ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5120,97.2,97.2,2.8,"Muralto TI","Gli elettori di Muralto si sono espressi favoreli all'iniziativa sulle pensioni con il 97,2 per cento di ""sì"". Muralto ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5121,63,63,37,"Orselina TI","A Orselina l'iniziativa sulle pensioni della Giovane Alleanza Libera ha raggiunto il 63 per cento di voti a favore. Orselina ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5125,49.4,49.4,50.6,"Ronco sopra Ascona TI","Nel comune di Ronco sopra Ascona il 50,6 per cento dei cittadini si è espresso contrariamente all'iniziativa sulle pensioni. Ronco sopra Ascona ha respinto l'iniziativa, così come il cantone in cui si trova."
5131,53.9,53.9,46.1,"Tenero-Contra TI","Il 53,9 per cento dei voti è stato favorevole all'iniziativa sulle pensioni lanciata dalla Giovane Alleanza Libera nel comune di Tenero-Contra. Tenero-Contra ha accolto l'iniziativa, contrariamente a quanto avvenuto a livello cantonale."
5136,41.8,41.8,58.2,"Onsernone TI","A Onsernone i votanti hanno affossato l'iniziativa sulle pensioni con il 58,2 per cento di ""no"". Onsernone ha respinto l'iniziativa, così come il cantone in cui si trova."
