"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6601,82.3,82.3,17.7,"Aire-la-Ville (GE)","Les habitants d'Aire-la-Ville acceptent l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 82,3 pour cent de oui. Aire-la-Ville a approuvé l'initiative, contrairement à son canton."
6602,89.8,89.8,10.2,"Anières (GE)","A Anières, les habitants sont favorables à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 89,8 pour cent des suffrages. Anières a approuvé l'initiative, contrairement à son canton."
6603,45.8,45.8,54.2,"Avully (GE)","Les habitants d'Avully s'opposent à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 54,2 pour cent de non. Avully a rejeté l'initiative, tout comme son canton."
6604,51.1,51.1,48.9,"Avusy (GE)","A Avusy, les habitants disent oui à 51,1 pour cent à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite. Avusy a approuvé l'initiative, contrairement à son canton."
6605,53.4,53.4,46.6,"Bardonnex (GE)","L'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite passe la rampe à Bardonnex avec 53,4 pour cent de oui. Bardonnex a approuvé l'initiative, contrairement à son canton."
6606,27.3,27.3,72.7,"Bellevue (GE)","Les habitants de Bellevue s'opposent à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 72,7 pour cent de non. Bellevue a rejeté l'initiative, tout comme son canton."
6607,54.5,54.5,45.5,"Bernex (GE)","Les habitants de Bernex approuvent l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 54,5 pour cent des voix. Bernex a approuvé l'initiative, contrairement à son canton."
6608,5.9,5.9,94.1,"Carouge (GE)","C'est non à 94,1 pour cent à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite à Carouge (GE). Le plus fort pourcentage de non du canton de Genève a été obtenu à Carouge (GE)."
6609,89.2,89.2,10.8,"Cartigny (GE)","Les électeurs de Cartigny valident l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 89,2 pour cent des voix. Cartigny a approuvé l'initiative, contrairement à son canton."
6610,41.6,41.6,58.4,"Céligny (GE)","A Céligny, les habitants sont défavorables à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 58,4 pour cent des voix. Céligny a rejeté l'initiative, tout comme son canton."
6611,40.5,40.5,59.5,"Chancy (GE)","C'est non à 59,5 pour cent à l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite à Chancy. Chancy a rejeté l'initiative, tout comme son canton."
6612,57.2,57.2,42.8,"Chêne-Bougeries (GE)","Les habitants de Chêne-Bougeries acceptent l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 57,2 pour cent de oui. Chêne-Bougeries a approuvé l'initiative, contrairement à son canton."
6613,78.6,78.6,21.4,"Chêne-Bourg (GE)","Les habitants de Chêne-Bourg acceptent l'initiative des Jeunes PLR pour augmenter l'âge du départ à la retraite avec 78,6 pour cent de oui. Chêne-Bourg a approuvé l'initiative, contrairement à son canton."
