"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6002,59.5,59.5,40.5,"Briga-Glis VS","NA NA"
6004,28.1,28.1,71.9,"Eggerberg VS","NA NA"
6007,10.6,10.6,89.4,"Naters VS","NA NA"
6008,64.8,64.8,35.2,"Ried-Brig VS","NA NA"
6009,67.2,67.2,32.8,"Sempione VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6010,34.2,34.2,65.8,"Termen VS","NA NA"
6011,18,18,82,"Zwischbergen VS","NA NA"
6021,96.2,96.2,3.8,"Ardon VS","NA NA"
6022,18.9,18.9,81.1,"Chamoson VS","NA NA"
6023,73.1,73.1,26.9,"Conthey VS","NA NA"
6024,54.1,54.1,45.9,"Nendaz VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6025,50.9,50.9,49.1,"Vétroz VS","NA NA"
6032,32.4,32.4,67.6,"Bourg-Saint-Pierre VS","NA NA"
6033,34.7,34.7,65.3,"Liddes VS","NA NA"
6034,3.8,3.8,96.2,"Orsières VS","NA NA"
6035,40,40,60,"Sembrancher VS","NA NA"
6037,77.2,77.2,22.8,"Val de Bagnes VS","NA NA"
6052,93.4,93.4,6.6,"Bellwald VS","NA NA"
6054,44.5,44.5,55.5,"Binn VS","NA NA"
6056,59.5,59.5,40.5,"Ernen VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6057,54.9,54.9,45.1,"Fiesch VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6058,39.6,39.6,60.4,"Fieschertal VS","NA NA"
6061,18.6,18.6,81.4,"Lax VS","NA NA"
6076,45.1,45.1,54.9,"Obergoms VS","NA NA"
6077,90.4,90.4,9.6,"Goms VS","NA NA"
6082,64.1,64.1,35.9,"Ayent VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6083,67.2,67.2,32.8,"Evolène VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6084,50.4,50.4,49.6,"Hérémence VS","NA NA"
6087,72.6,72.6,27.4,"Saint-Martin VS","NA NA"
6089,49.5,49.5,50.5,"Vex VS","NA NA"
6090,47.1,47.1,52.9,"Mont-Noble VS","NA NA"
6101,57.8,57.8,42.2,"Agarn VS","NA NA"
6102,32.5,32.5,67.5,"Albinen VS","NA NA"
6104,59.6,59.6,40.4,"Ergisch VS","NA NA"
6109,71.8,71.8,28.2,"Inden VS","NA NA"
6110,27.5,27.5,72.5,"Leuk VS","NA NA"
6111,37.2,37.2,62.8,"Leukerbad VS","NA NA"
6112,53.3,53.3,46.7,"Oberems VS","NA NA"
6113,40.3,40.3,59.7,"Salgesch VS","NA NA"
6116,24.1,24.1,75.9,"Varen VS","NA NA"
6117,4.4,4.4,95.6,"Guttet-Feschel VS","NA NA"
6118,34,34,66,"Gampel-Bratsch VS","NA NA"
6119,52.6,52.6,47.4,"Turtmann-Unterems VS","NA NA"
6131,75.5,75.5,24.5,"Bovernier VS","NA NA"
6133,41,41,59,"Fully VS","NA NA"
6134,70.9,70.9,29.1,"Isérables VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6135,27.8,27.8,72.2,"Leytron VS","NA NA"
6136,50.4,50.4,49.6,"Martigny VS","repousser l'heure de fermeture des magasins à 19h00 tous les soirs de la semaine NA"
6137,53.3,53.3,46.7,"Martigny-Combe VS","NA NA"
6139,47.1,47.1,52.9,"Riddes VS","NA NA"
